,0,1,2,3,4,5,6
0,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.22222222222222227,0.0
1,0.40154221805998885,0.11727958730583393,0.12137678891811343,0.21206848221892266,1.0000000000000002,0.5555555555555556,1.0
2,1.0,1.0,1.0000000000000002,1.0000000000000002,0.7480645298949433,0.0,0.0
3,0.6162116210681572,0.7251426919388869,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
4,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,0.0
5,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
6,0.9551985327806733,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
7,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
8,1.0,1.0,0.9626615357768438,0.9078739310184032,1.0000000000000002,0.5555555555555556,0.0
9,0.8910948115403161,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.6666666666666667,0.0
10,1.0,0.5462159873763668,0.2435618957170786,0.1317556482566677,0.07637568090988478,0.5555555555555556,1.0
11,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
12,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.7777777777777778,0.0
13,0.5078118462715759,0.19089027069308417,0.1925602811278841,0.3278267503784052,1.0000000000000002,0.33333333333333337,1.0
14,0.28774020849283916,0.37453961253608337,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
15,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
16,0.3866192993368483,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
17,0.815989287855257,0.5327256588552002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
18,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
19,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
20,1.0,0.8545077775180335,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.22222222222222227,0.0
21,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
22,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
23,0.0,0.022515078176803482,0.4210393640546884,1.0000000000000002,1.0000000000000002,0.5555555555555556,1.0
24,1.0,1.0,0.8653332647119789,0.3610801003044624,0.0,0.0,0.0
25,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
26,1.0,1.0,1.0000000000000002,1.0000000000000002,0.6755053236289523,0.6666666666666667,0.0
27,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.33333333333333337,0.0
28,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.33333333333333337,0.0
29,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
30,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.33333333333333337,0.0
31,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.8888888888888888,0.0
32,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
33,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
34,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.6666666666666667,0.0
35,0.25692462396885923,0.0,0.0,0.0,0.8983213627329982,0.4444444444444445,1.0
36,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
37,1.0,0.8511354725553834,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
38,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
39,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.8888888888888888,0.0
40,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
41,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
42,0.5845752356077492,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.22222222222222227,0.0
43,0.44329553503451574,0.5231146856736916,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
44,0.7323398269786736,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.33333333333333337,0.0
45,0.4913339624042032,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.22222222222222227,0.0
46,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
47,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
48,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
49,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
50,1.0,1.0,1.0000000000000002,0.8509862437244626,1.0000000000000002,0.6666666666666667,0.0
51,0.7875885913658112,0.9253773102845321,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
52,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.22222222222222227,0.0
53,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
54,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.7777777777777778,0.0
55,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
56,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
57,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
58,0.14610904788723955,0.2016169965197654,0.7758881706540892,1.0000000000000002,1.0000000000000002,0.5555555555555556,1.0
59,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,0.0
60,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.33333333333333337,0.0
61,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.6666666666666667,0.0
62,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.22222222222222227,0.0
63,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.6666666666666667,0.0
64,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
65,0.7559802011869314,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.6666666666666667,0.0
66,1.0,1.0,0.955590944676566,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
67,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.6666666666666667,0.0
68,0.44429275717342337,0.23281872295749417,0.2959379851395925,1.0000000000000002,1.0000000000000002,0.4444444444444445,1.0
69,1.0,0.4973095044469762,0.4786191304499254,0.7715781215368289,1.0000000000000002,0.5555555555555556,0.0
70,0.6122691978627708,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.7777777777777778,0.0
71,0.5935192074783384,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.4444444444444445,0.0
72,1.0,0.8705377785204947,0.8281810484351546,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
73,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
74,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.6666666666666667,0.0
75,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,0.0
76,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.6666666666666667,0.0
77,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.5555555555555556,0.0
78,0.4266604544481744,0.8908548189190554,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.7777777777777778,0.0
79,0.9945231457707,1.0,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.7777777777777778,0.0
